event_id,timestamp,source_ip,username,action,status,details
144,2026-06-02 10:51:44,10.0.1.36,elena.barbosa,FTP_LOGIN,success,Sessão iniciada
145,2026-06-02 10:58:17,10.0.5.27,lucia.santos,LOGIN,success,Sessão iniciada
146,2026-06-02 11:39:33,10.0.2.155,sandra.ferreira,API_CALL,success,Acesso normal ao sistema
147,2026-06-02 12:42:31,189.93.148.50,patricia.rocha,SSH_LOGIN,success,Token válido
148,2026-06-02 12:49:18,10.0.1.246,patricia.rocha,WEB_REQUEST,success,Acesso normal ao sistema
149,2026-06-02 12:56:09,10.0.5.167,roberto.alves,API_CALL,success,Acesso normal ao sistema
150,2026-06-02 13:06:43,189.93.148.50,william.nunes,RDP_LOGIN,success,Autenticação bem-sucedida
151,2026-06-02 13:11:19,189.156.163.44,ana.lima,FTP_LOGIN,success,Sessão iniciada
152,2026-06-02 13:53:49,10.0.5.140,carlos.mendes,LOGIN,success,Acesso autorizado
153,2026-06-02 14:54:35,189.219.60.222,ana.lima,RDP_LOGIN,success,Autenticação bem-sucedida
154,2026-06-02 15:36:39,10.0.2.40,beatriz.campos,LOGIN,success,Login via 2FA
155,2026-06-02 15:40:16,10.0.3.151,elena.barbosa,LOGIN,success,Login via 2FA
156,2026-06-03 05:50:04,10.0.3.57,william.nunes,SSH_LOGIN,failure,Acesso fora do horário padrão
157,2026-06-03 08:03:35,189.175.166.19,thiago.pereira,SSH_LOGIN,success,Token válido
158,2026-06-03 08:05:14,189.70.254.237,ana.lima,RDP_LOGIN,success,Credenciais válidas
159,2026-06-03 08:35:37,10.0.3.88,marcos.oliveira,WEB_REQUEST,success,Acesso normal ao sistema
160,2026-06-03 08:45:27,189.159.227.221,ana.lima,FTP_LOGIN,success,Token válido
161,2026-06-03 11:32:47,10.0.5.140,roberto.alves,API_CALL,success,Acesso normal ao sistema
162,2026-06-03 11:53:40,189.164.177.143,sandra.ferreira,FTP_LOGIN,success,Login via 2FA
163,2026-06-03 13:07:49,189.76.213.161,beatriz.campos,LOGIN,success,Token válido
164,2026-06-03 13:20:57,10.0.0.8,fernanda.costa,SSH_LOGIN,success,Sessão iniciada
165,2026-06-03 14:05:23,10.0.5.140,beatriz.campos,DB_QUERY,success,Acesso normal ao sistema
166,2026-06-03 14:23:07,10.0.0.195,patricia.rocha,DB_QUERY,success,Acesso normal ao sistema
167,2026-06-03 15:46:41,10.0.5.140,fabio.carvalho,DB_QUERY,success,Acesso normal ao sistema
168,2026-06-03 17:27:57,10.0.2.27,beatriz.campos,SSH_LOGIN,success,Sessão iniciada
169,2026-06-03 17:44:56,189.181.18.12,sandra.ferreira,LOGIN,success,Credenciais válidas
170,2026-06-04 00:54:06,45.142.212.100,sa,SSH_LOGIN,success,Acesso à conta privilegiada - horário incomum
171,2026-06-04 08:28:16,10.0.2.207,william.nunes,FILE_ACCESS,success,Acesso normal ao sistema
172,2026-06-04 08:51:45,10.0.5.29,joao.silva,API_CALL,success,Acesso normal ao sistema
173,2026-06-04 10:28:53,189.26.98.72,thiago.pereira,FTP_LOGIN,success,Autenticação bem-sucedida
174,2026-06-04 10:36:15,10.0.2.40,beatriz.campos,API_CALL,success,Acesso normal ao sistema
175,2026-06-04 11:25:44,10.0.1.179,roberto.alves,FTP_LOGIN,success,Acesso autorizado
176,2026-06-04 12:01:53,10.0.2.208,beatriz.campos,LOGIN,success,Credenciais válidas
177,2026-06-04 12:23:32,10.0.5.140,fabio.carvalho,FILE_ACCESS,success,Acesso normal ao sistema
178,2026-06-04 12:44:55,10.0.5.27,elena.barbosa,SSH_LOGIN,success,Acesso autorizado
179,2026-06-04 13:57:59,10.0.1.246,carlos.mendes,SSH_LOGIN,success,Token válido
180,2026-06-04 14:07:08,10.0.2.63,carlos.mendes,RDP_LOGIN,success,Login via 2FA
181,2026-06-04 14:54:57,189.93.148.50,diego.martins,FTP_LOGIN,success,Credenciais válidas
182,2026-06-04 15:32:38,10.0.4.23,diego.martins,LOGIN,success,Token válido
183,2026-06-04 15:36:50,10.0.1.130,roberto.alves,WEB_REQUEST,success,Acesso normal ao sistema
184,2026-06-04 15:41:34,10.0.0.187,fabio.carvalho,DB_QUERY,success,Acesso normal ao sistema
185,2026-06-04 17:17:54,10.0.5.27,joao.silva,WEB_REQUEST,success,Acesso normal ao sistema
186,2026-06-04 23:44:53,185.220.101.47,lucia.santos,API_CALL,failure,Acesso fora do horário padrão
187,2026-06-05 09:00:29,10.0.5.27,joao.silva,FTP_LOGIN,success,Sessão iniciada
188,2026-06-05 09:15:12,189.93.148.50,patricia.rocha,VPN_LOGIN,success,Sessão iniciada
189,2026-06-05 09:46:57,189.76.213.161,thiago.pereira,RDP_LOGIN,success,Token válido
190,2026-06-05 10:23:19,189.164.177.143,vanessa.souza,FTP_LOGIN,success,Credenciais válidas
191,2026-06-05 10:40:16,189.42.119.98,marcos.oliveira,VPN_LOGIN,success,Credenciais válidas
192,2026-06-05 10:46:29,10.0.1.246,sandra.ferreira,DB_QUERY,success,Acesso normal ao sistema
193,2026-06-05 10:50:57,10.0.2.208,ana.lima,SSH_LOGIN,success,Sessão iniciada
194,2026-06-05 15:22:35,10.0.0.56,sandra.ferreira,FILE_ACCESS,success,Acesso normal ao sistema
195,2026-06-05 15:45:58,10.0.0.98,beatriz.campos,SSH_LOGIN,success,Login via 2FA
196,2026-06-05 16:17:52,10.0.0.195,ana.lima,RDP_LOGIN,success,Credenciais válidas
197,2026-06-05 16:22:43,10.0.2.40,dbadmin,LOGIN,success,Acesso à conta privilegiada
198,2026-06-05 16:48:34,10.0.3.138,beatriz.campos,RDP_LOGIN,success,Sessão iniciada
199,2026-06-05 17:14:41,189.117.163.214,fernanda.costa,VPN_LOGIN,success,Token válido
200,2026-06-05 23:44:31,10.0.2.208,william.nunes,SSH_LOGIN,failure,Acesso fora do horário padrão
201,2026-06-06 01:36:08,10.0.0.92,william.nunes,FILE_ACCESS,failure,Acesso fora do horário padrão
202,2026-06-06 04:04:24,91.108.4.201,sysadmin,LOGIN,success,Acesso à conta privilegiada - horário incomum
203,2026-06-06 10:15:41,10.0.3.138,diego.martins,SSH_LOGIN,success,Acesso fora do horário padrão
204,2026-06-06 11:01:41,45.142.212.100,marcos.oliveira,WEB_REQUEST,success,Acesso fora do horário padrão
205,2026-06-06 20:12:41,10.0.1.246,thiago.pereira,LOGIN,failure,Acesso fora do horário padrão
206,2026-06-06 22:23:41,10.0.0.92,diego.martins,API_CALL,success,Acesso fora do horário padrão
207,2026-06-07 03:24:05,10.0.5.140,william.nunes,LOGIN,success,Acesso fora do horário padrão
208,2026-06-08 08:45:13,10.0.0.8,patricia.rocha,FILE_ACCESS,success,Acesso normal ao sistema
209,2026-06-08 08:47:39,10.0.5.140,patricia.rocha,WEB_REQUEST,success,Acesso normal ao sistema
210,2026-06-08 09:14:53,10.0.3.138,joao.silva,LOGIN,success,Token válido
211,2026-06-08 09:36:32,10.0.0.56,patricia.rocha,VPN_LOGIN,success,Sessão iniciada
212,2026-06-08 09:43:14,10.0.0.190,fabio.carvalho,FTP_LOGIN,success,Credenciais válidas
213,2026-06-08 09:50:25,10.0.3.151,ana.lima,FTP_LOGIN,success,Autenticação bem-sucedida
214,2026-06-08 10:12:08,189.159.227.221,william.nunes,FTP_LOGIN,success,Acesso autorizado
215,2026-06-08 10:17:29,10.0.5.27,roberto.alves,VPN_LOGIN,success,Credenciais válidas
216,2026-06-08 10:45:13,10.0.2.155,fernanda.costa,VPN_LOGIN,success,Acesso autorizado
217,2026-06-08 10:47:24,10.0.4.7,vanessa.souza,FILE_ACCESS,success,Acesso normal ao sistema
218,2026-06-08 10:50:44,10.0.3.151,fernanda.costa,API_CALL,success,Acesso normal ao sistema
219,2026-06-08 11:09:41,189.70.254.237,ana.lima,LOGIN,success,Login via 2FA
220,2026-06-08 11:16:13,10.0.3.88,vanessa.souza,FILE_ACCESS,success,Acesso normal ao sistema
221,2026-06-08 11:28:48,10.0.1.130,sandra.ferreira,API_CALL,success,Acesso normal ao sistema
222,2026-06-08 12:04:13,10.0.5.167,vanessa.souza,VPN_LOGIN,success,Login via 2FA
223,2026-06-08 12:12:07,10.0.5.190,elena.barbosa,SSH_LOGIN,success,Token válido
224,2026-06-08 12:21:29,10.0.3.151,patricia.rocha,WEB_REQUEST,success,Acesso normal ao sistema
225,2026-06-08 12:52:00,10.0.0.195,patricia.rocha,FILE_ACCESS,success,Acesso normal ao sistema
226,2026-06-08 13:25:44,189.181.18.12,thiago.pereira,SSH_LOGIN,success,Sessão iniciada
227,2026-06-08 13:26:02,10.0.2.27,roberto.alves,DB_QUERY,success,Acesso normal ao sistema
228,2026-06-08 13:42:16,10.0.0.56,william.nunes,VPN_LOGIN,success,Autenticação bem-sucedida
229,2026-06-08 13:42:43,189.137.187.63,beatriz.campos,SSH_LOGIN,success,Login via 2FA
230,2026-06-08 13:52:29,10.0.2.155,beatriz.campos,LOGIN,success,Acesso autorizado
231,2026-06-08 14:43:47,189.26.98.72,marcos.oliveira,FTP_LOGIN,success,Acesso autorizado
232,2026-06-08 14:55:58,10.0.0.195,carlos.mendes,FTP_LOGIN,success,Acesso autorizado
233,2026-06-08 15:04:40,10.0.4.51,fernanda.costa,API_CALL,success,Acesso normal ao sistema
234,2026-06-08 15:05:30,10.0.2.155,william.nunes,RDP_LOGIN,success,Acesso autorizado
235,2026-06-08 15:06:15,189.170.59.198,beatriz.campos,RDP_LOGIN,success,Credenciais válidas
236,2026-06-08 15:06:28,10.0.1.130,elena.barbosa,FILE_ACCESS,success,Acesso normal ao sistema
237,2026-06-08 15:14:34,10.0.0.98,patricia.rocha,FILE_ACCESS,success,Acesso normal ao sistema
238,2026-06-08 15:17:19,10.0.5.140,sandra.ferreira,LOGIN,success,Token válido
239,2026-06-08 15:30:13,10.0.1.36,beatriz.campos,SSH_LOGIN,success,Login via 2FA
240,2026-06-08 15:31:10,10.0.0.195,fernanda.costa,FILE_ACCESS,success,Acesso normal ao sistema
241,2026-06-08 15:41:16,10.0.4.23,fabio.carvalho,DB_QUERY,success,Acesso normal ao sistema
242,2026-06-08 15:49:43,10.0.4.7,lucia.santos,FILE_ACCESS,success,Acesso normal ao sistema
243,2026-06-08 16:49:39,10.0.2.207,sa,USER_CREATE,success,Acesso à conta privilegiada
244,2026-06-08 16:53:00,10.0.0.195,thiago.pereira,SSH_LOGIN,success,Login via 2FA
245,2026-06-08 16:58:30,10.0.0.98,patricia.rocha,DB_QUERY,success,Acesso normal ao sistema
246,2026-06-09 02:38:57,45.142.212.100,sysadmin,SSH_LOGIN,failure,Acesso à conta privilegiada - horário incomum
247,2026-06-09 05:42:22,10.0.0.195,fernanda.costa,FTP_LOGIN,success,Acesso fora do horário padrão
248,2026-06-09 08:03:30,10.0.2.207,beatriz.campos,LOGIN,success,Login via 2FA
249,2026-06-09 09:09:48,189.69.180.240,roberto.alves,VPN_LOGIN,success,Credenciais válidas
250,2026-06-09 09:38:02,189.42.119.98,diego.martins,RDP_LOGIN,success,Credenciais válidas
251,2026-06-09 09:49:51,10.0.4.23,roberto.alves,API_CALL,success,Acesso normal ao sistema
252,2026-06-09 11:51:25,10.0.5.190,marcos.oliveira,WEB_REQUEST,success,Acesso normal ao sistema
253,2026-06-09 12:53:44,10.0.2.155,fernanda.costa,WEB_REQUEST,success,Acesso normal ao sistema
254,2026-06-09 13:27:52,10.0.0.56,lucia.santos,API_CALL,success,Acesso normal ao sistema
255,2026-06-09 13:43:47,189.75.253.21,sandra.ferreira,VPN_LOGIN,success,Token válido
256,2026-06-09 14:24:05,10.0.3.88,lucia.santos,API_CALL,success,Acesso normal ao sistema
257,2026-06-09 14:31:38,10.0.2.155,elena.barbosa,RDP_LOGIN,success,Sessão iniciada
258,2026-06-09 15:19:55,10.0.1.179,diego.martins,FTP_LOGIN,success,Credenciais válidas
259,2026-06-09 16:14:39,189.137.187.63,carlos.mendes,FTP_LOGIN,success,Acesso autorizado
260,2026-06-09 17:43:45,10.0.4.109,carlos.mendes,FILE_ACCESS,success,Acesso normal ao sistema
261,2026-06-10 02:04:45,10.0.2.63,elena.barbosa,FTP_LOGIN,success,Acesso fora do horário padrão
262,2026-06-10 05:55:41,198.51.100.77,administrator,SSH_LOGIN,failure,Tentativa de acesso não autorizado
263,2026-06-10 05:56:39,198.51.100.77,administrator,SSH_LOGIN,failure,Usuário não encontrado
264,2026-06-10 05:56:52,198.51.100.77,administrator,SSH_LOGIN,failure,Credenciais inválidas
265,2026-06-10 05:57:19,198.51.100.77,administrator,LOGIN,failure,Tentativa de acesso não autorizado
266,2026-06-10 05:57:58,198.51.100.77,administrator,LOGIN,failure,Conta bloqueada
267,2026-06-10 05:58:14,198.51.100.77,administrator,RDP_LOGIN,failure,Credenciais inválidas
268,2026-06-10 05:58:39,198.51.100.77,administrator,LOGIN,failure,MFA falhou
269,2026-06-10 06:00:11,198.51.100.77,administrator,RDP_LOGIN,failure,MFA falhou
270,2026-06-10 06:01:13,198.51.100.77,administrator,LOGIN,failure,Senha incorreta
271,2026-06-10 06:01:51,198.51.100.77,administrator,LOGIN,failure,Credenciais inválidas
272,2026-06-10 06:03:51,198.51.100.77,administrator,RDP_LOGIN,failure,Tentativa de acesso não autorizado
273,2026-06-10 06:04:10,198.51.100.77,administrator,SSH_LOGIN,failure,Senha incorreta
274,2026-06-10 06:05:22,198.51.100.77,administrator,RDP_LOGIN,failure,Tentativa de acesso não autorizado
